0.6011391,0.5033268
0.6167653,0.58970267
0.5193408,0.4379899
0.6331399,0.55399585
0.62908894,0.5218561
0.52299356,0.5985636
0.67545795,0.6609938
0.6731322,0.6606509
0.53696615,0.53524685
0.5219972,0.5556196
0.5458641,0.5304551
0.57839316,0.57524794
0.67767316,0.65607023
0.4835549,0.46313196
0.6729423,0.6686473
0.6078602,0.65004736
0.6573121,0.5886672
0.65640235,0.70212084
0.56876916,0.53462976
0.6277275,0.56207
0.54212004,0.5452025
0.54248905,0.5876107
0.5455038,0.50357354
0.6356007,0.6239119
0.5430087,0.46501467
0.30489287,0.32950485
0.5390002,0.58876944
0.6283967,0.6380958
0.5329398,0.53610605
0.6561114,0.66138315
0.6250087,0.53127456
0.61715823,0.58333015
