0.63035595,0.5676785
0.6499375,0.6300752
0.517892,0.42595208
0.6259202,0.55367994
0.62778705,0.5632547
0.5448749,0.5882339
0.68899006,0.6649749
0.723005,0.6945195
0.51660126,0.5220384
0.5213735,0.55675495
0.54524636,0.53585094
0.5627507,0.55960816
0.7074313,0.67185616
0.47594836,0.45773965
0.7033646,0.6941355
0.6107411,0.6473322
0.6740281,0.5647193
0.67505044,0.7167545
0.57362866,0.5210995
0.63616085,0.54814005
0.5610427,0.5517834
0.57186073,0.59707373
0.568575,0.5284038
0.62789935,0.62975955
0.6149563,0.51377803
0.31837577,0.3597602
0.546111,0.59862196
0.6358667,0.6261971
0.52284366,0.49818233
0.690696,0.7021567
0.63895917,0.5551581
0.62091273,0.592283
