0.5245904,0.5664993
0.55041236,0.56758314
0.4334348,0.56215125
0.50299156,0.50387925
0.4601092,0.46167687
0.7761239,0.7672579
0.62030184,0.578815
0.6211166,0.6682767
0.6359131,0.7231151
0.6182509,0.6595957
0.5586837,0.6387811
0.4067351,0.21477911
0.57110983,0.7020577
0.58511126,0.56206566
0.6955385,0.7101107
0.66383696,0.67061573
0.6965784,0.6711799
0.5550148,0.5595987
0.549043,0.6275673
0.6131603,0.68573695
0.6513976,0.69601893
0.64491373,0.7056776
0.5303326,0.61441755
0.6296257,0.6321311
0.54801357,0.48610735
0.5145223,0.53860825
0.6527501,0.67111194
0.6426899,0.6666693
0.6758473,0.6376078
0.7175368,0.6952141
0.6162144,0.65644616
0.6357508,0.6515298
