0.5178547,0.48698196
0.5441932,0.54131
0.29968813,0.22724816
0.4653029,0.3590127
0.2970111,0.28308913
0.4730619,0.47951925
0.5064298,0.4340588
0.39812884,0.3270651
0.32103142,0.3938618
0.5051907,0.5529274
0.45391303,0.40273422
0.454909,0.39684898
0.56121314,0.5503453
0.30036005,0.11887109
0.45466542,0.50830686
0.5670138,0.5809133
0.55020756,0.3306547
0.64522296,0.6484339
0.5439683,0.5285811
0.4009627,0.3223831
0.33814427,0.33871263
0.43747032,0.5124166
0.6252607,0.44411853
0.43327445,0.50939155
0.44722286,0.25527504
0.43983814,0.47059134
0.46767503,0.5455131
0.6426375,0.6155416
0.32096907,0.29791453
0.613839,0.598162
0.55038625,0.36963055
0.29791504,0.29212245
