0.27610764,0.2184354
0.22437957,0.19276306
0.3082158,0.2782039
0.33135334,0.23836945
0.25320482,0.23194805
0.2467968,0.26848876
0.3317613,0.33298337
0.3632316,0.35155597
0.20782633,0.24429172
0.27466795,0.2938544
0.38480857,0.37028208
0.3972754,0.3632972
0.35137805,0.32639515
0.15322363,0.08061791
0.4060856,0.3758487
0.36771965,0.38553202
0.39643985,0.22148739
0.36459014,0.4421401
0.3054761,0.3004221
0.34973428,0.31218004
0.2829149,0.29746434
0.24583748,0.29107976
0.28066435,0.24226543
0.17813738,0.16325569
0.16986209,0.08963456
0.18934603,0.20912506
0.20468497,0.27834573
0.29507768,0.3121667
0.19042371,0.14599644
0.33185112,0.33214214
0.3619307,0.2992584
0.35021242,0.30884066
