0.73066574,0.7545839
0.66565573,0.6135743
0.52369094,0.43446374
0.66323113,0.5637213
0.5596383,0.4789705
0.6243733,0.64763176
0.68588406,0.6730358
0.68526876,0.6207592
0.49043158,0.47646543
0.6362749,0.649448
0.7731692,0.6816759
0.68576247,0.5649304
0.59065235,0.61866415
0.53576916,0.36395293
0.59099156,0.6345707
0.7229483,0.74808466
0.70757574,0.5413069
0.73589855,0.7158674
0.62249887,0.6497124
0.6099523,0.58300906
0.47303838,0.56295985
0.54627216,0.5936295
0.6781111,0.58945197
0.6478622,0.6786456
0.69222766,0.52332467
0.3491603,0.43143505
0.6634207,0.75471276
0.7417982,0.7939738
0.49514797,0.40166622
0.6949293,0.62736326
0.61343235,0.5206832
0.5660888,0.5611643
