0.5519064,0.58274204
0.60099065,0.5849597
0.57059306,0.5285142
0.63400626,0.5974352
0.5228042,0.5045665
0.5350291,0.5233259
0.60743153,0.60474247
0.59882855,0.59089124
0.5302984,0.54332656
0.6073698,0.62632066
0.6020182,0.5889092
0.57530725,0.5527669
0.6272331,0.5998497
0.5428604,0.46632457
0.60627097,0.61010027
0.7072004,0.71395993
0.5859199,0.5065495
0.6368241,0.65144926
0.5694038,0.5562442
0.5559657,0.541935
0.5090184,0.52150023
0.57164246,0.5897918
0.58714676,0.55017066
0.52659863,0.5468256
0.5966195,0.5251852
0.5339432,0.54567724
0.60063934,0.6328757
0.6600031,0.67988384
0.4847729,0.44297355
0.58298653,0.5129065
0.6000178,0.5514906
0.5641143,0.54236686
