0.60072786,0.5302885
0.6116411,0.57666504
0.50223315,0.41311157
0.6152645,0.5413436
0.6141901,0.5246373
0.5005609,0.57900834
0.65468377,0.6375051
0.6605131,0.65195066
0.5132189,0.49841422
0.49544153,0.5357877
0.5317698,0.51684105
0.5583661,0.5575628
0.6633749,0.6333969
0.48602372,0.4583315
0.6676413,0.65959466
0.5914126,0.6211779
0.6517735,0.56334627
0.6393687,0.6864648
0.5767957,0.5366713
0.6037235,0.55741215
0.54620415,0.553902
0.518462,0.5674385
0.51845115,0.48155367
0.5751567,0.58245647
0.50991637,0.4041365
0.31173065,0.31773663
0.49689165,0.5513358
0.6025297,0.6072569
0.49978936,0.4945913
0.65431345,0.6508687
0.6299165,0.53904134
0.5897375,0.58146524
