0.5522931,0.24390301,0.2393911,0.584025,0.29148078,0.29712525
0.47902864,0.5425334,0.5180624,0.43983454,0.63041526,0.53080606
0.48440903,0.49824125,0.2837638,0.5046969,0.54818845,0.32789448
0.67124486,0.49890307,0.26257893,0.6957541,0.58759034,0.29254776
0.38928986,0.16991358,0.5606161,0.4240097,0.22070412,0.5766418
0.5517586,0.34734926,0.31539866,0.5842558,0.35504153,0.3361899
0.6296765,0.27977043,0.34263,0.6294635,0.34098956,0.44734448
0.44063288,0.2924491,0.17227723,0.48485142,0.37715447,0.25896183
0.20783377,0.24274813,0.38882634,0.18526143,0.33916664,0.45601568
0.62495774,0.5004253,0.5028044,0.53319895,0.46612406,0.58682716
0.5560779,0.51746947,0.61745715,0.54651153,0.49473804,0.63157034
0.6693435,0.68099827,0.25751984,0.69467,0.7523961,0.3210969
0.5924832,0.52542233,0.48674163,0.6204378,0.5382719,0.49707493
0.5520894,0.32591486,0.21699631,0.6033574,0.45131117,0.37553072
0.38131437,0.2174207,0.05955324,0.3546848,0.20634073,0.16572501
0.37734425,0.49119234,0.40889293,0.36694768,0.48434955,0.3677246
0.47950935,0.4242526,0.419943,0.490949,0.3991475,0.43788645
0.5154745,0.29446772,0.50207543,0.5290919,0.35227644,0.521925
0.53077143,0.28105366,0.21692432,0.56376594,0.29300952,0.26444447
0.18037616,0.3637376,0.39655948,0.36328968,0.46089482,0.46892312
0.64215875,0.5355663,0.3299765,0.65148014,0.5640071,0.32556584
0.6166112,0.51830083,0.7276434,0.64079046,0.54641414,0.66514426
0.34945026,0.4912971,0.42518133,0.34146634,0.554882,0.41251537
0.6341087,0.4464057,0.56288695,0.6752635,0.5129499,0.61597914
0.44987682,0.55985487,0.13236848,0.561565,0.75346136,0.24206658
0.42370737,0.5009824,0.4513549,0.43029356,0.49439615,0.43722075
0.5900751,0.33712643,0.61356854,0.59315753,0.28887627,0.6651473
0.5132214,0.596161,0.63689715,0.48415226,0.59964645,0.5729741
0.4460723,0.47414374,0.51981986,0.4526182,0.55211097,0.56733596
0.4734346,0.45191643,0.35139528,0.53144157,0.53077614,0.42783296
0.510598,0.63854825,0.23633282,0.56185615,0.68360335,0.2709262
0.65038365,0.43544403,0.23998901,0.6613719,0.5276698,0.22799614
0.4881682,0.6306291,0.4387616,0.5180218,0.65302247,0.39919654
0.47022954,0.39299518,0.58382034,0.43903193,0.41900003,0.66379976
0.30777895,0.45302683,0.5072045,0.35071325,0.50420254,0.50894934
0.6643484,0.2876538,0.29188102,0.6769395,0.5248811,0.2999393
0.4860617,0.5269629,0.470784,0.49839395,0.67681307,0.50114
0.650803,0.64752185,0.331697,0.6955287,0.7291711,0.37618956
0.54353964,0.21588781,0.20022377,0.5933445,0.30965903,0.27460885
0.28097335,0.64360476,0.32288036,0.25753376,0.66561764,0.26610908
0.5228935,0.46039033,0.43592456,0.51185495,0.6055444,0.50289357
0.52580965,0.3865099,0.5346104,0.4021889,0.34406707,0.575963
0.28381562,0.56905115,0.60461783,0.35104084,0.6520109,0.60086614
0.44782192,0.25568354,0.37514615,0.4410755,0.31595722,0.41574273
0.47183612,0.22515772,0.17474565,0.6158446,0.25996312,0.15007576
0.47756538,0.28638947,0.27704778,0.42024368,0.5040881,0.4232223
0.49293694,0.39819252,0.4032201,0.50863296,0.464343,0.46512803
0.05433951,0.14930104,0.1277921,0.08475697,0.1392447,0.1364525
0.43681172,0.25765526,0.3437398,0.44798243,0.32936448,0.36791328
0.447122,0.57394415,0.5691997,0.38212126,0.61098444,0.6274297
0.24119209,0.28913024,0.48224172,0.28425363,0.3025928,0.41857523
0.26374677,0.46802828,0.4656632,0.31970376,0.5402878,0.54064673
0.5070122,0.25875333,0.48165146,0.55256873,0.35055658,0.5574527
0.18413125,0.25291514,0.053511005,0.5531262,0.27850452,0.37583834
0.5282721,0.2543128,0.41728267,0.58302456,0.3085373,0.44077405
0.4923956,0.5687176,0.4846415,0.5099549,0.6533402,0.5264349
0.5113294,0.3986701,0.21219279,0.62391114,0.48335975,0.18679868
0.4388592,0.2609337,0.48797336,0.5770926,0.30506915,0.5025787
0.50756925,0.39401835,0.3642895,0.6030324,0.5017059,0.42596236
0.5787585,0.33977067,0.45129403,0.5912763,0.42779163,0.4406547
0.66435784,0.48533055,0.19857487,0.6508928,0.51352614,0.24313186
0.3895274,0.48190188,0.50018305,0.4286933,0.63601613,0.6606948
0.51463103,0.54688734,0.18316598,0.5819139,0.619251,0.29000676
0.7238554,0.50224,0.42089567,0.7479731,0.49243692,0.4680602
0.6109764,0.30692762,0.6963865,0.67337334,0.40264955,0.7150669
0.40214646,0.17348522,0.28859073,0.2848444,0.17686239,0.31958464
0.6478767,0.5245986,0.47235933,0.6940638,0.5934371,0.5221271
0.5966736,0.42739162,0.34136227,0.67793506,0.43006092,0.2946575
0.48439467,0.44157,0.45189536,0.38457114,0.50849444,0.40866607
0.38260472,0.447237,0.4394832,0.3944798,0.4533337,0.43799037
0.7619389,0.6564961,0.3442366,0.6908187,0.72160196,0.39482236
0.17990664,0.6423492,0.35407707,0.23796093,0.6916284,0.35909185
